SampleID	LUCAS_ID	Elevation	Erosion_risk	Slope	Aspect	Sample_month	Precipitation_in_sample_month	Temperature_in_sample_month	AvTemp2000_2018	AvPrec2000_2018	bas	Cmic	qO2	Water_content	BARCODE_ID	LC1_2018	LC_simpl_2018	LU1_2018	LU1_2015	Depth	Coarse_fragments	Clay	Sand	Silt	pH	Electrical_conductivity	Organic_carbon	Carbonates	P	N	K	Bulk_density	bioregions	Aridity_in_sample_month	Bioregions_chr	LC_num	C:N	Sample_season	Soil_depth	Mean_annual_temperature	Mean_diurnal_range	Isothermality	Temperature_seasonality	Max_temperature_of_warmest month	Min_temperature_of_coldest month	Temperature_annual_range	Mean_temperature_of_the_wettest_quarter	Mean_temperature_of_driest_quarter	Mean_temperature_of_warmest_quarter	Mean_temperature_of_coldest_quarter	Total_annual_precipitation	Precipitation_of_wettest_month	Precipitation_of_driest_month	Precipitation_seasonality	Precipitation_of_wettest_quarter	Precipitation_of_driest_quarter	Precipitation_of_warmest_quarter	Precipitation_of_coldest_quarter	Sample_date	SSM	SSMA	Project
Lucas0790	51903592	78.85556793	0.064702337	0	227.2941176	9	47.08560944	14.84877348	7.692779867	45.90366022	0.748422002	116.7937481	0.006408066	7.614128624	Lucas0790	WL_coniferous	Woodland	U120	U120	0-20	1	3	83	14	4.2	4.95	23.9	0	42.4	1.4	28.3	1.039519304	7	0.984050499	continental	2	17.07142857	Autumn	1751	6.637500113	7.65833358	27.06124922	789.4478187	22	-6.300000191	28.30000019	16.30000019	-2.233333354	16.30000019	-3.03333333	610	83	27	30.91015852	220	99	220	111	10.09.2018	10.14338017	-0.246693194	LUCAS
Lucas0791	56562836	34.36961746	0.451417284	0	0	6	136.4785767	21.64901209	11.04035463	39.25817982	0.641298049	352.5429142	0.001819064	14.14593698	Lucas0791	CL_annual	Cropland	U111	U111	0-20	80	40	7	53	6.88	11.22	20.4	1E-05	10.3	2.4	381	1.024742438	9	2.497365852	mediterranean	1	8.5	Summer	2429	9.82499991	9.699999995	29.57317097	882.4462339	26.89999962	-5.900000095	32.79999971	18.94999965	0.083333323	20.41666667	-1.216666708	571	88	28	40.89847332	227	89	218	93	15.06.2018	7.592406273	-0.046971954	LUCAS
Lucas0793	51743714	103.1422806	0.670248926	0	238.5882353	9	43.54767609	14.88313103	7.51323075	45.60161691	0.64507772	340.4576857	0.001894737	9.993337775	Lucas0793	CL_annual	Cropland	U111	U111	0-20	44	16	43	42	7.62	13.51	20.3	7	14.6	2.1	119.9	1.238690108	6	0.909457572	boreal	1	9.666666667	Autumn	2780	6.350000024	7.5	26.88171988	790.0345227	21.70000076	-6.199999809	27.90000057	16.13333337	-2.549999992	16.13333337	-3.149999976	597	76	26	29.20374478	208	95	208	107	17.09.2018	11.90494537	-0.337379009	LUCAS
Lucas0794	47404678	280.4400024	2.491243768	0	0	9	59.03725433	8.790091038	1.870177231	43.52532748	16.38987342	1769.966245	0.009259992	88.85440181	Lucas0794	WL_coniferous	Woodland	U120	U120	0-20	8	20.05210918	39.89454094	39.80887097	3.78	11.36	450.8	0	30	9.8	257.7	0.090229086	6	1.412709398	boreal	2	46	Autumn	1651	0.904166592	8.624999846	24.64285737	944.3599406	19.29999924	-15.69999981	34.99999905	12.91666635	-5.333333304	12.91666635	-10.51666665	574	87	27	37.92879587	217	84	217	106	10.09.2018	17.4659481	-0.416541517	LUCAS
Lucas0795	47544580	399.3169556	0.004888111	0	35.29411765	9	68.77789307	9.069161177	2.408827298	43.99287545	15.4319222	2054.550725	0.007511093	65.43405181	Lucas0795	WL_coniferous	Woodland	U120	U120	0-20	28	3	70	28	4.19	17.2	266.7	0	42.3	8.2	165.1	1.067405006	9	1.63487674	mediterranean	2	32.52439024	Autumn	1110	1.508333355	8.366666814	26.39327086	851.9758736	19	-12.69999981	31.69999981	10.9666667	-4.53333348	12.53333346	-8.466666698	638	93	28	35.85734691	236	97	229	112	17.09.2018	17.97154045	0.038706563	LUCAS
Lucas0796	52342544	194.0365295	2.103478063	0	300.7058824	6	155.7439423	19.94955873	11.37955415	59.20588272	0.645794739	124.0643448	0.005205321	10.9534807	Lucas0796	GL_unmanaged	Grassland	U420	U112	0-20	7	60	17	23	5.36	7.53	18.7	1	16.7	1.6	110.7	1.297257995	7	2.941364309	continental	3	11.6875	Summer	2620	10.32499997	10.04999994	32.84313665	775.7445133	26.60000038	-4	30.60000038	18.06666692	1.983333334	19.63333337	0.516666651	681	93	37	29.68275045	243	116	231	128	11.06.2018	18.0358429	0.389225304	LUCAS
Lucas0797	54762692	443.5067139	7.886100372	5.126400082	354.3529412	8	14.55064106	20.59791851	9.28240372	49.74524187	1.230135858	366.6032661	0.003355496	18.46257133	Lucas0797	GL_managed	Grassland	U111	U112	0-20	35	11	10	79	7.46	21.65	38.1	108	5.6	3.8	771.3	1.303117095	9	0.271477726	mediterranean	3	10.02631579	Summer	2250	7.487500084	11.25833369	34.32418688	834.9989945	24.20000076	-8.600000381	32.80000114	15.96666686	-1.500000089	17.33333365	-3.26666678	589	91	23	48.64419202	251	77	243	82	11.08.2018	11.68975925	0.901116729	LUCAS
Lucas0799	52042676	89.70639038	0.659310732	0	307.7647059	6	118.5277863	21.09189939	11.83334842	47.78707032	1.410320957	385.9520313	0.003654135	20.32425205	Lucas0799	GL_managed	Grassland	U111	U111	0-20	1	40	26	34	6.41	13.5	43.9	1E-05	51.3	4.3	523.7	1.124435553	6	2.191229881	boreal	3	10.20930233	Summer	2639	10.41250002	10.87500004	33.56481435	822.4993136	27.70000076	-4.699999809	32.40000057	18.69999997	1.699999953	20.23333343	0.016666691	568	77	31	27.81876892	198	101	191	114	19.06.2018	13.30217934	0.278974533	LUCAS
Lucas0800	54262530	297.1638794	2.402201825	0	183.5294118	11	48.99522018	6.616193414	11.24021365	57.34755697	0.911895204	160.1545179	0.005693846	21.53514589	Lucas0800	CL_annual	Cropland	U111	U111	0-20	35	62	19	19	5.96	9.82	11.3	1E-05	18.2	1.4	290.7	1.280601977	9	1.236747299	mediterranean	1	8.071428571	Autumn	1835	10.27083331	10.3083334	32.11318824	817.3417408	27	-5.099999905	32.0999999	18.44999997	1.600000074	20.04999987	-0.066666603	654	84	33	33.29014179	244	103	225	112	30.11.2018	9.392985344	-1.211421847	LUCAS
Lucas0801	55142474	129.6764069	1.079547803	0	266.8235294	10	15.03059959	14.12650919	12.02740263	46.07164022	0.58222915	228.0074045	0.002553554	14.83571192	Lucas0801	CL_annual	Cropland	U111	U111	0-20	76	36	7	56	5.94	5.15	18.8	1E-05	12.8	1.4	276.8	1.067405006	1	0.318941501	alpine	1	13.42857143	Autumn	2772	10.84583341	11.00833359	32.09426685	897.1405574	29	-5.300000191	34.30000019	19.81666676	1.25000005	21.53333346	-0.49999996	535	70	30	31.93456103	200	94	186	94	22.10.2018	4.7311759	-0.839199007	LUCAS
Lucas0803	54982632	572.5609741	3.362763279	5.126400082	313.4117647	8	15.34304237	20.16807318	8.287517497	56.55772651	1.796392786	520.6101536	0.003450553	17.21964167	Lucas0803	WL_broadleaved	Woodland	U120	U420	0-20	1	35	30	35	5.22	5.66	28.5	1	6.4	2.7	79	0.089298025	7	0.288576235	continental	2	10.55555556	Summer	1821	7.095833246	10.49166648	33.62713637	800.3620057	23	-8.199999809	31.19999981	15.14999978	-1.599999908	16.58333317	-3.133333309	604	90	25	48.13722928	255	82	251	82	14.08.2018	14.85790634	-0.186488226	LUCAS
Lucas0804	55742656	1057.065674	3.86472204	7.252246865	15.52941176	10	16.66576195	8.00161922	7.773655339	49.9787439	1.8892261	587.0875063	0.003217963	24.21554132	Lucas0804	WL_coniferous	Woodland	U120	U120	0-20	64	16	27	57	5.41	5.86	30.5	1	3.6	3	130.6	1.067405006	7	0.406465946	continental	2	10.16666667	Autumn	1517	4.716666622	9.400000116	31.86440717	767.0763051	19.89999962	-9.600000381	29.5	12.5666666	-4.833333385	13.98333327	-4.833333385	611	94	26	47.78819104	255	85	255	85	31.10.2018	8.975676537	-0.810297847	LUCAS
Lucas0806	55962538	87.91999817	0.999676019	0	175.0588235	10	12.68723965	13.22132444	11.7941244	49.15995096	0.804263566	185.4095607	0.004337767	14.3852663	Lucas0806	CL_annual	Cropland	U111	U111	0-20	18	31	37	32	5.66	12.95	18.5	1E-05	67.3	1.6	224	1.067405006	7	0.274488881	continental	1	11.5625	Autumn	2403	10.22083327	10.8749999	32.65765716	867.1962561	27.5	-5.800000191	33.30000019	19.01666641	0.933333412	20.5333333	-0.766666651	552	75	26	35.47517447	208	85	198	87	23.10.2018	4.202981472	-0.758757174	LUCAS
Lucas0807	36722782	122.9090729	0.543902066	90	0	10	27.91632652	12.9937737	11.75359194	50.03819757	0.652026424	282.4953877	0.002308096	7.482656095	Lucas0807	CL_annual	Cropland	U111	U111	0-20	26	22	6	72	6.75	22.44	13.7	1	24.7	1.5	259.1	1.0506179	7	0.606958818	continental	1	9.133333333	Autumn	2797	10.98750001	9.508333251	37.73148117	578.4977597	26	0.800000012	25.19999999	4.99999998	7.033333391	18.2833333	4.166666736	659	68	45	10.76969673	185	148	155	168	24.10.2018	5.726471424	-1.027569294	LUCAS
Lucas0808	45564332	360.2099915	2.491243768	0	0	10	29.93702126	3.782965519	2.956343789	47.54120676	0.968203198	199.3873942	0.00485589	11.94499669	Lucas0808	WL_coniferous	Woodland	U120	U120	0-20	5	3	69	28	4.56	3.24	15.1	0	6	0.7	19.7	0.91113096	7	0.813882753	continental	2	21.57142857	Autumn	2134	2.504166647	9.358333324	28.27291083	860.7250026	20.29999924	-12.80000019	33.09999943	13.33333317	-6.583333413	13.33333317	-8	556	82	21	40.52147857	219	76	219	83	15.10.2018	15.77935219	-0.540829778	LUCAS
Lucas0809	37622758	152.1795502	0.266947149	90	0	8	24.34008026	20.90091801	11.75739936	52.76285453	0.595515695	252.13142	0.002361926	8.260654928	Lucas0809	CL_annual	Cropland	U111	U111	0-20	26	8	64	28	6.46	12.01	18.2	1	68.8	1.9	140.8	1.408035154	7	0.451570793	continental	1	9.578947368	Summer	2209	10.64583333	9.191666612	37.67076422	583.7241689	24.60000038	0.200000003	24.40000038	7.283333401	6.68333331	17.98333359	3.650000038	688	67	46	10.19003114	188	159	159	176	21.08.2018	3.401579857	-0.406861365	LUCAS
Lucas0810	54662566	531.4192505	4.61244954	8.88512427	31.05882353	10	23.46273232	11.91677904	9.285335064	62.83677573	1.340291453	1014.480767	0.00132116	15.96888962	Lucas0810	WL_broadleaved	Woodland	U120	U120	0-20	53	46	36	18	5.87	8.52	28.3	1E-05	8.1	2.6	362.7	1.067405006	1	0.52236008	alpine	2	10.88461538	Autumn	1980	8.679166724	10.70833335	34.32158199	788.6682116	24.79999924	-6.400000095	31.19999933	16.5999999	0.166666587	18.16666667	-1.200000008	652	91	30	41.09813055	260	93	248	98	25.10.2018	8.528284073	-1.087602139	LUCAS
Lucas0811	56842684	102.4806366	3.405493187	5.126400082	252.7058824	6	100.4586029	22.34773254	11.37313913	37.83639456	0.279362267	168.176085	0.00166113	6.369215459	Lucas0811	GL_managed	Grassland	U111	U111	NA	59	9	28	63	8.07	13.1	15	35	4.9	1.6	175.7	1.264052135	9	1.815044597	mediterranean	3	9.375	Summer	3490	10.41666673	9.850000136	29.57958024	906.0888353	27.89999962	-5.400000095	33.29999971	19.66666667	0.649999926	21.3166666	-0.966666698	505	73	24	36.23564679	192	81	181	85	16.06.2018	9.160896301	0.207953304	LUCAS
Lucas0813	33343208	12.96747875	0.367040765	0	155.2941176	10	87.4220047	11.3386941	10.70186961	82.07150269	0.887403943	140.1543602	0.006331619	15.33239038	Lucas0813	CL_annual	Cropland	U111	U111	0-20	13	6	84	10	7.23	20.43	17.6	58	24.8	2.1	186	1.353949172	4	1.971686503	atlantic	1	8.380952381	Autumn	1251	10.60416659	6.558333238	38.12984377	397.048531	20.10000038	2.900000095	17.20000029	7.183333317	11.48333319	15.64999994	6.183333397	980	117	52	28.30529235	339	169	221	297	15.10.2018	23.72712708	-0.052941296	LUCAS
Lucas0814	55622854	365.2791443	3.199691057	0	179.2941176	6	163.8957977	20.17948055	10.28341625	45.40700601	0.727934316	288.3858929	0.002524168	11.4214876	Lucas0814	GL_managed	Grassland	U111	U111	0-20	84	30	15	55	6.08	11.55	21.4	3	5	2.4	147.9	1.210961619	7	3.081936793	continental	3	8.916666667	Summer	2399	8.52500015	9.800000101	31.11111049	837.4895066	25.20000076	-6.300000191	31.50000095	17.26666705	-1.833333393	18.63333384	-1.833333393	573	92	22	51.59902042	250	72	242	72	20.06.2018	11.25964451	-0.318767488	LUCAS
Lucas0815	45284100	320.897522	0.034004837	5.126400082	334.5882353	10	45.86035538	5.486302078	4.841116102	56.77719558	0.907765221	143.5378539	0.006324222	8.581903016	Lucas0815	WL_coniferous	Woodland	U120	U120	0-20	14	4	51	45	4.25	2.72	10.6	1	3	0.7	13.8	1.077274453	6	1.191602022	boreal	2	15.14285714	Autumn	733	3.729166739	9.608333265	30.40611848	818.6115154	20.89999962	-10.69999981	31.59999943	12.50000016	-1.933333278	14.00000008	-6.266666591	774	87	38	25.73281918	249	130	246	151	15.10.2018	24.10394669	0.520508468	LUCAS
Lucas0817	54902668	514.1767578	4.207545466	7.252246865	208.9411765	8	14.30239964	20.62997532	8.963012545	51.9074956	1.774425574	769.0172494	0.002307394	17.30006609	Lucas0817	GL_managed	Grassland	U111	U112	0-20	76	19	26	55	7.47	19.73	26.9	101	3.9	2.5	465.9	1.0929697	1	0.266686672	alpine	3	10.76	Summer	1919	7.233333356	11.76666668	35.3353362	834.452281	24.29999924	-9	33.29999924	15.66666675	-1.766666643	17.10000006	-3.499999953	592	90	24	49.4286787	253	77	247	80	13.08.2018	11.15816975	0.736922979	LUCAS
Lucas0818	55942572	224.1708984	12.02034087	5.126400082	159.5294118	8	6.686585426	23.93563557	11.54876107	50.61238961	0.372068966	427.6026437	0.000870128	4.274632778	Lucas0818	GL_managed	Grassland	U111	U111	0-20	29	25	55	20	7.37	29.71	24.4	18	12	2.3	115.5	1.310865311	7	0.117441131	continental	3	10.60869565	Summer	1854	9.887499943	10.65833323	32.69427381	846.8662079	26.5	-6.099999905	32.5999999	18.41666667	0.783333321	19.99999984	-0.74999996	557	80	25	40.65093399	220	81	211	81	27.08.2018	7.90682888	0.797586381	LUCAS
Lucas0819	38362906	213.3669586	0.643053374	90	0	10	27.75680161	12.52369308	11.09213207	51.06091871	0.468158661	316.01213	0.001481458	9.126984127	Lucas0819	CL_annual	Cropland	U111	U111	0-20	15	23	3	74	7.32	12.12	10.4	1	30.5	1.4	168.8	1.170540261	1	0.609722097	alpine	1	7.428571429	Autumn	1871	9.708333326	8.333333427	35.61253485	564.5425906	23.20000076	-0.200000003	23.40000077	15.11666648	5.733333237	16.8166666	3.033333352	675	62	47	8.785080652	183	146	176	165	16.10.2018	8.741865158	-1.166897058	LUCAS
Lucas0820	55382538	241.3972931	0.821397566	0	176.4705882	9	25.79232597	17.91069841	11.34627182	55.05493295	0.411764706	212.5392157	0.001937359	6.494367131	Lucas0820	GL_managed	Grassland	U111	U111	NA	21.68978102	43	36	21	5.11	7.5	12	1E-05	0	1.3	66.4	1.40912961	7	0.506618977	continental	3	9.230769231	Autumn	2464	9.716666691	10.96666679	33.13192299	851.7984621	26.70000076	-6.400000095	33.10000086	18.25000016	0.48333329	19.83333349	-1.050000032	569	78	28	38.35265392	223	88	212	88	07.09.2018	5.026357174	-0.007732912	LUCAS
Lucas0821	55162738	993.3773193	9.034629875	14.5337469	280.9411765	6	174.8862152	15.53535604	5.318109374	51.35793385	1.609130707	423.4263081	0.003800262	20.12987013	Lucas0821	GL_managed	Grassland	U111	U111	0-20	3	17	40	43	5.35	11.96	44.3	1E-05	21.6	4.3	116.8	1.083857773	7	3.603274591	continental	3	10.30232558	Summer	2788	4.40000009	10.61666668	33.38574409	807.7719148	21.10000038	-10.69999981	31.80000019	14.16666698	-4.416666567	14.16666698	-5.766666611	590	98	24	53.77583516	262	77	262	79	27.06.2018	13.26344013	-0.75553751	LUCAS
Lucas0822	56922692	149.7149658	7.647070646	5.126400082	50.82352941	11	39.55050659	4.76822865	11.37313913	37.83639456	0.295268588	181.954346	0.001622762	7.151114781	Lucas0822	CL_annual	Cropland	U111	U111	NA	14	55	22	23	6.28	4.71	21.3	1E-05	24.6	2.1	206.1	1.291648599	9	1.047189874	mediterranean	1	10.14285714	Autumn	3014	10.11666676	9.750000184	29.36746976	898.089732	27.70000076	-5.5	33.20000076	19.18333371	0.333333313	20.96666686	-1.116666714	514	74	25	36.05630194	196	84	185	88	15.11.2018	6.384318352	-1.447575569	LUCAS
Lucas0823	54702820	1211.218506	0.128118725	13.59049397	331.7647059	11	35.73778915	1.230985284	4.544636877	60.70761751	8.015683038	765.3949649	0.01047261	59.63684824	Lucas0823	WL_coniferous	Woodland	U120	U120	0-20	19	8	43	49	6.08	7.15	13.8	1	12.5	1.6	92.7	0.229261866	7	1.044018712	continental	2	8.625	Autumn	1148	3.78749999	8.775000103	30.89788706	753.1060726	18.70000076	-9.699999809	28.40000057	13.00000016	-5.450000068	13.00000016	-5.450000068	757	123	32	51.189143	331	104	331	104	20.11.2018	19.77116394	0.177308336	LUCAS
Lucas0824	55942860	165.2706604	13.75222333	7.252246865	40.94117647	11	29.19642258	3.972176611	10.61778957	42.69828234	0.628910045	305.9835503	0.002055372	14.55843293	Lucas0824	CL_annual	Cropland	U111	NA	0-20	87	22	31	47	6.41	9.26	24.3	1E-05	8.5	2.4	292	1.277842214	7	0.789686333	continental	1	10.125	Autumn	2602	9.274999949	10.18333309	31.33333306	861.0551128	26.39999962	-6.099999905	32.49999952	18.26666657	-0.133333325	19.61666663	-1.416666706	554	89	23	48.4550098	236	74	229	78	19.11.2018	8.6798172	-1.220654607	LUCAS
Lucas0826	55722894	98.29647064	9.446837346	5.126400082	14.11764706	11	28.08280182	4.188225627	10.46487392	43.9000976	0.637385278	153.0035587	0.00416582	11.32702209	Lucas0826	CL_annual	Cropland	U111	U111	NA	21.68978102	22	44	34	5.56	6.28	30.6	79	5.5	2.7	177.4	1.067405006	1	0.755153045	alpine	1	11.33333333	Autumn	2543	9.287500078	9.775000097	30.45171333	857.136164	26.10000038	-6	32.10000038	18.25000032	-0.183333308	19.53333362	-1.399999986	557	87	24	47.96091093	238	76	229	79	19.11.2018	9.972867012	-0.94944036	LUCAS
Lucas0827	55882872	165.6981812	8.572760612	7.252246865	204.7058824	11	29.13418579	4.019329995	10.61778957	42.69828234	0.652040621	329.964361	0.001976094	13.0601366	Lucas0827	GL_unmanaged	Grassland	U415	U111	NA	33	13	12	75	7.99	14.8	20.1	20	4.6	2	243.3	1.159237138	7	0.786999273	continental	3	10.05	Autumn	2251	9.245833412	9.891666899	30.71946215	855.0902715	26.10000038	-6.099999905	32.20000029	18.16666667	-0.133333385	19.51666689	-1.383333365	558	89	23	47.94439825	237	75	230	78	19.11.2018	10.45667839	-0.987777591	LUCAS
Lucas0828	45884278	371.9022827	0.121093499	5.126400082	352.9411765	10	37.82920456	4.497562468	3.48457908	47.70064525	1.927327456	237.3468071	0.008120301	22.89456233	Lucas0828	WL_coniferous	Woodland	U120	U120	0-20	26	6	59	36	4.35	9.22	106.9	0	13	3	162.7	0.374291719	6	1.008844364	boreal	2	35.63333333	Autumn	795	3.545833384	7.774999946	26.35593202	795.4171517	20.10000038	-9.399999619	29.5	13.73333343	-4.899999877	13.73333343	-5.849999905	730	95	32	31.21399178	253	116	253	122	15.10.2018	23.79742432	0.450912118	LUCAS
Lucas0829	55382862	319.5075378	5.246152361	0	240	11	24.74452019	3.706349522	9.699695085	48.29179192	0.482932506	224.0914145	0.002155069	14.33792989	Lucas0829	GL_managed	Grassland	U111	NA	0-20	2	49	30	21	5.89	6.72	11.2	1	8.3	1.2	75	1.067405006	1	0.674120977	alpine	3	9.333333333	Autumn	2435	8.599999994	10.09999983	31.86119838	836.9180446	25.39999962	-6.300000191	31.69999981	17.33333333	-0.433333337	18.73333327	-1.716666679	577	95	22	54.23446333	259	71	249	72	20.11.2018	10.34834099	-1.016429543	LUCAS
Lucas0831	55602682	567.8604126	3.56560719	0	107.2941176	10	16.48227119	10.4030931	6.239360182	48.66314667	0.525805851	178.2584933	0.002949682	10.77306733	Lucas0831	CL_annual	Cropland	U111	U111	0-20	74	31	27	42	6.07	9.06	15.2	1	41.8	1.6	244.8	1.067405006	7	0.379748769	continental	1	9.5	Autumn	3327	7.150000079	10.70000004	32.62195209	855.7957531	24.39999962	-8.399999619	32.79999924	15.88333344	-1.999999906	17.35000006	-3.683333283	553	88	23	50.4434094	238	72	234	75	30.10.2018	6.038281918	-0.723401427	LUCAS
Lucas0832	31783686	210.6819916	1.667790771	7.252246865	193.4117647	10	206.8156586	8.640706778	9.494743197	83.46822056	0.826022853	168.182332	0.004911472	10.12092099	Lucas0832	GL_unmanaged	Grassland	U420	U410	0-20	28	20.05210918	39.89454094	39.80887097	4.93	23.4	40.1	2	6.3	2.6	90.4	1.084908384	4	4.966670227	atlantic	3	15.42307692	Autumn	2171	8.275000075	5.383333564	36.62131486	357.589793	16.20000076	1.5	14.70000076	4.966666698	9.233333309	12.76666689	4.216666659	2193	242	120	25.4437973	710	374	505	652	03.10.2018	25.1650753	0.323225826	LUCAS
Lucas0833	46784220	146.1903534	0.005669343	5.126400082	139.7647059	10	39.99110413	5.594204664	5.00302518	43.30703133	4.723080697	1191.35639	0.003964457	31.44442576	Lucas0833	WL_broadleaved	Woodland	U120	U120	0-20	20	3	87	10	4.75	34.5	66.1	0	14.6	3.2	100	1.067405006	6	1.036194539	boreal	2	20.65625	Autumn	1456	4.499999983	9.09999989	29.73856229	774.3912568	21.39999962	-9.199999809	30.59999943	13.13333337	-3.766666681	14.48333327	-4.666666716	633	77	28	30.41706586	221	102	214	117	01.10.2018	14.91144943	-0.828936279	LUCAS
Lucas0834	37962654	245.1783295	0.951740291	90	0	10	33.59073257	13.20467067	11.61221685	58.31137226	0.591003821	327.1950909	0.001806273	4.415670651	Lucas0834	GL_managed	Grassland	U111	U111	0-20	3	11	64	25	5.84	7.76	19.9	1	8.2	2.1	44.5	1.067405006	4	0.726998636	atlantic	3	9.476190476	Autumn	1596	10.69999996	10.18333333	39.31788928	593.2307511	25.5	-0.400000006	25.90000001	16.51666657	6.666666662	18.23333327	3.633333288	765	79	48	14.5195401	213	154	207	182	02.10.2018	5.530778408	-1.43687284	LUCAS
Lucas0835	63681618	410.5953979	7.390482691	8.88512427	1.411764706	10	33.87502289	20.50176144	17.8571436	26.83570556	0.182217344	253.1201366	0.000719885	9.413324495	Lucas0835	CL_permanent	Cropland	U111	U111	0-20	47	46	12	42	8.16	13.47	2.3	507	4.1	0.8	458.3	0.884959007	9	0.633157152	mediterranean	1	2.875	Autumn	1664	16.60416661	11.17499983	40.93406575	615.5576131	31.39999962	4.099999905	27.29999971	9.349999984	24.16666667	24.16666667	9.349999984	519	110	2	90.63719609	297	10	10	297	04.10.2018	10.4619034	-0.0561357	LUCAS
Lucas0836	64601638	19.53497124	0.575645487	0	355.7647059	10	26.22511292	24.12681675	20.09776477	26.44249444	0.201003287	749.8092602	0.000268073	4.398875475	Lucas0836	Other bare soil	Bareland	U111	U111	0-20	9	35	25	40	8.18	23.6	22	234	122.9	2.2	1952.6	1.031822919	9	0.45906834	mediterranean	Bareland	10	Autumn	2574	19.62916674	11.25833356	41.39093106	621.239464	34.20000076	7	27.20000076	12.43333332	26.91666698	27.25000064	12.28333322	374	91	1	94.19071939	215	6	6	168	03.10.2018	10.4619034	-0.0561357	LUCAS
Lucas0837	37242640	233.5240479	1.89352762	90	0	10	37.19454193	13.65999603	11.86252243	58.42051697	0.348421245	944.2619699	0.000368988	9.348113832	Lucas0837	CL_annual	Cropland	U111	U111	0-20	12	40	10	51	7.53	24.38	36.7	184	63.7	4.2	822.3	0.96484849	7	0.797139843	continental	1	8.738095238	Autumn	1822	11.17083329	9.224999939	37.65306217	577.9212597	25.29999924	0.800000012	24.49999923	15.69999965	5.350000133	18.48333327	4.383333375	722	73	47	12.50602674	198	153	186	166	09.10.2018	4.034455776	-1.495795846	LUCAS
Lucas0838	45184078	232.7544403	0.073869797	0	259.7647059	10	44.75685883	6.482736111	5.442074449	56.57510537	2.928761651	416.4735908	0.007032287	25.42204568	Lucas0838	WL_coniferous	Woodland	U120	U120	0-20	12	5	67	29	4.3	2.5	9.4	0	1.1	0.5	18.1	1.155839314	6	1.133580477	boreal	2	18.8	Autumn	688	4.233333359	9.316666543	30.05376304	818.8110307	21.10000038	-9.899999619	31	12.9333334	-1.333333294	14.44999989	-5.833333174	754	82	37	25.7747329	242	129	235	148	07.10.2018	24.77436829	0.727223575	LUCAS
Lucas0839	37362642	248.1217957	0.354246619	90	0	10	35.92185974	13.53856087	11.86252243	58.42051697	0.252749112	186.7535104	0.001353383	2.054681027	Lucas0839	CL_annual	Cropland	U111	U111	0-20	46	9	69	22	7.06	26.49	14.6	3	54.8	1.6	124.9	1.252787065	4	0.771873025	atlantic	1	9.125	Autumn	1532	11.02916658	9.24166656	37.56774966	580.0292279	25.10000038	0.5	24.60000038	15.5333333	7.099999855	18.36666663	4.199999958	708	72	45	13.65150674	197	147	187	161	09.10.2018	5.328686714	-1.400550842	LUCAS
Lucas0840	64141632	991.3432617	2.491243768	8.88512427	162.3529412	10	46.19091034	17.9815731	18.33094306	25.87830699	0.457015986	356.8557726	0.001280674	6.38510143	Lucas0840	CL_permanent	Cropland	U415	U111	0-20	17	21	40	39	7.65	16.61	20.9	6	50.1	2	390	0.968770158	9	0.906031484	mediterranean	1	10.45	Autumn	1475	13.90833335	11.28333353	38.50967174	679.701906	29.79999924	0.5	29.29999924	5.783333411	22.16666651	22.16666651	5.783333411	784	165	6	88.19085716	445	23	23	445	04.10.2018	7.819030285	0.053358234	LUCAS
Lucas0841	47864818	303.1357727	0.100431812	7.252246865	98.82352941	9	67.13742828	8.121641159	0.346197473	46.54485442	0.661982529	96.42878845	0.006864989	12.85785206	Lucas0841	WL_coniferous	Woodland	U120	U120	0-20	40	5	69	26	4.16	2.63	17.9	0	6.1	0.6	24.9	0.785936635	6	1.632654398	boreal	2	29.83333333	Autumn	1347	0.183333367	9.866666754	26.73893319	980.9534761	19.70000076	-17.20000076	36.90000153	12.76666681	-6.23333325	12.76666681	-11.46666686	653	93	31	35.2978637	242	104	242	118	25.09.2018	16.51733589	-0.311338782	LUCAS
Lucas0842	48804824	141.3059235	0.004977628	0	100.2352941	10	31.1185379	1.371266246	1.735253072	42.87114957	1.228969957	240.0469242	0.005119707	22.39800167	Lucas0842	WL_coniferous	Woodland	U120	U120	0-20	17	3	63	34	4.62	4.01	18.7	1	4.9	0.9	28.2	0.826153391	6	0.905364896	boreal	2	20.77777778	Autumn	1789	0.41666659	9.050000007	24.45945948	999.737085	20	-17	37	11.44999977	-6.383333345	13.19999989	-11.65000002	629	75	35	26.56473999	210	109	194	131	01.10.2018	19.87326813	0.044422746	LUCAS
Lucas0843	51903342	166.662323	0.628217752	0	310.5882353	10	41.83760834	9.268813133	8.345536107	42.20960376	0.558131304	74.23146346	0.007518797	5.957730072	Lucas0843	CL_annual	Cropland	U111	U111	0-20	5	3	88	9	4.99	12.4	6.8	2	97.8	0.8	124.1	1.139559268	7	0.989798512	continental	1	8.5	Autumn	2680	7.183333272	8.400000044	28.8659801	790.8118136	22.89999962	-6.199999809	29.09999943	16.74999984	-1.616666639	16.74999984	-2.633333349	565	79	28	36.15758974	217	87	217	97	05.10.2018	15.21808624	-0.58532238	LUCAS
